1,1,1,1,1,0,1,1,1,0,3,1
1,1,1,1,1,0,0,1,1,0,2,0
1,1,1,1,1,0,0,1,1,2,9,1
1,1,1,1,1,0,1,1,1,0,2,0
1,1,1,1,1,0,0,1,1,0,1,0
1,1,1,1,1,1,0,1,1,1,7,2
1,1,1,1,1,0,1,1,1,0,2,0
1,1,1,1,1,1,0,1,1,2,10,2
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,7,2
1,1,1,1,1,1,1,1,1,3,11,1
1,1,1,1,1,0,0,1,1,0,2,1
1,1,1,1,1,1,0,1,1,3,10,3
1,1,1,1,1,0,1,1,1,0,2,0
1,1,1,1,1,0,0,1,1,0,3,1
1,1,1,1,1,1,0,1,1,1,9,2
1,1,1,1,1,1,0,1,1,2,10,0
1,1,1,1,1,0,1,1,1,0,4,2
1,1,1,1,1,1,1,1,1,1,9,3
1,1,1,1,1,0,0,1,1,0,3,0
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,0,1,1,1,2,10,2
1,1,1,1,1,1,1,1,1,0,4,1
1,1,1,1,1,2,0,1,1,4,11,4
1,1,1,1,1,0,0,1,1,0,1,1
1,1,1,1,1,1,0,1,1,2,10,1
1,1,1,1,1,1,1,1,1,2,9,1
1,1,1,1,1,2,0,1,1,0,8,4
1,1,1,1,1,0,0,1,1,2,7,1
1,1,1,1,1,1,0,1,1,1,8,1
1,1,1,1,1,0,0,1,1,0,5,2
1,1,1,1,1,1,0,1,1,2,9,1
1,1,1,1,1,0,0,1,1,0,2,0
1,1,1,1,1,0,1,1,1,1,7,1
1,1,1,1,1,1,0,1,1,1,8,1
1,1,1,1,1,0,1,1,1,0,3,3
1,1,1,1,1,0,0,1,1,0,1,0
1,1,1,1,1,1,1,1,1,2,10,1
1,1,1,1,1,0,0,1,1,0,1,0
1,1,1,1,1,1,0,1,1,0,7,1
1,1,1,1,1,1,0,1,1,1,7,1
1,1,1,1,1,0,1,1,1,0,3,1
1,1,1,1,1,1,1,1,1,1,7,2
1,1,1,1,1,0,0,1,1,0,3,0
1,1,1,1,1,1,1,1,1,1,7,1
1,1,1,1,1,0,0,1,1,0,2,1
1,1,1,1,1,0,0,1,1,0,5,0
1,1,1,1,1,2,0,1,1,1,9,3
1,1,1,1,1,2,1,1,1,1,7,5
1,1,1,1,1,1,0,1,1,2,8,0
1,1,1,1,1,0,0,1,1,1,9,1
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,1,0,1,1,1,9,1
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,0,0,1,1,0,2,0
1,1,1,1,1,2,0,1,1,1,9,3
1,1,1,1,1,0,1,1,1,0,3,1
1,1,1,1,1,1,0,1,1,1,7,1
1,1,1,1,1,0,0,1,1,0,6,1
1,1,1,1,1,1,0,1,1,1,7,2
1,1,1,1,1,0,0,1,1,0,3,1
1,1,1,1,1,2,0,1,1,3,10,2
1,1,1,1,1,0,1,1,1,1,6,1
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,7,2
1,1,1,1,1,0,0,1,1,1,6,2
1,1,1,1,1,0,0,1,1,0,4,1
1,1,1,1,1,2,1,1,1,4,11,4
1,1,1,1,1,2,0,1,1,2,9,2
1,1,1,1,1,1,1,1,1,2,8,3
1,1,1,1,1,1,0,1,1,0,5,1
1,1,1,1,1,1,1,1,1,2,9,3
1,1,1,1,1,0,0,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,11,2
1,1,1,1,1,0,0,1,1,1,7,1
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,0,0,1,1,0,3,1
1,1,1,1,1,1,0,1,1,2,8,1
1,1,1,1,1,1,0,1,1,1,6,1
1,1,1,1,1,1,1,1,1,2,11,2
1,1,1,1,1,0,0,1,1,0,2,1
1,1,1,1,1,2,0,1,1,2,9,2
1,1,1,1,1,1,1,1,1,1,10,2
1,1,1,1,1,0,0,1,1,0,1,0
1,1,1,1,1,0,1,1,1,0,2,0
1,1,1,1,1,1,0,1,1,2,9,2
1,1,1,1,1,1,1,1,1,1,8,0
1,1,1,1,1,0,0,1,1,0,0,2
1,1,1,1,1,1,1,1,1,3,11,2
1,1,1,1,1,0,0,1,1,0,2,1
1,1,1,1,1,1,0,1,1,1,9,0
1,1,1,1,1,0,1,1,1,0,5,3
1,1,1,1,1,1,1,1,1,0,6,1
1,1,1,1,1,1,0,1,1,3,11,3
1,1,1,1,1,1,0,1,1,1,8,2
1,1,1,1,1,0,0,1,1,0,0,0
1,1,1,1,1,1,0,1,1,2,10,2
1,1,1,1,1,0,0,1,1,0,3,2
1,1,1,1,1,0,1,1,1,0,4,1
1,1,1,1,1,1,0,1,1,2,11,1
1,1,1,1,1,0,0,1,1,0,3,0
1,1,1,1,1,2,1,1,1,3,11,3
1,1,1,1,1,1,0,1,1,1,6,2
1,1,1,1,1,0,1,1,1,0,3,1
1,1,1,1,1,1,0,1,1,2,9,0
1,1,1,1,1,1,0,1,1,0,3,2
